a2,a1,txt,t,id,fs,n,ts,v,coordinate_x,coordinate_y
400AGL,SFC,"UAS Restricted Area
Malmstrom N-7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829389,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom N-8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829390,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom N-9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829391,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 19 OSS/OSA; (501) 987-6985; (Emergency) Command Post ; (501) 987-1900",drotam_uasfr,424828419,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom N-10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829392,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom N-11 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829393,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829394,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829395,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829396,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829397,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829398,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829399,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 437 OSS ; (843) 963-3024; (Emergency) Nathaniel Watts; (843) 963-3028",drotam_uasfr,424828420,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 375 OSS/OSA; (618) 256-4821/4822; (Emergency) Command Post; (618) 256-5891",drotam_uasfr,424828421,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828422,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) Airfield Ops Flight Commander; (813) 828-1759; (Emergency) Command Post ; (813) 828-4361",drotam_uasfr,424828423,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 60 OSS/OSA; (707) 424-0144; (Emergency) Command Post ; (707) 424-5517",drotam_uasfr,424828424,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Capt Ryan Nichols: (843) 963-7692     Emergency: Command Post:  (843) 963-8400",drotam_uasfr,424828425,,,,,,
400AGL,SFC,"UAS Restricted Area
Space Program Office is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 310-653-3070     Emergency: Command Post: 310-653-3070",drotam_uasfr,424828426,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829400,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829401,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB CAMP PENDLETON 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (760) 725-5061",drotam_uasfr,424828427,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829402,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829403,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom O-11 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829404,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) Leroy Alvarez; (253) 982-4057; (Emergency) LTC Darnell Roper; (206) 231-2500; (Emergency) LTC Wes Skenfield; (206) 231-2501",drotam_uasfr,424829405,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) Leroy Alvarez; (253) 982-4057; (Emergency) LTC Darnell Roper; (206) 231-2500; (Emergency) LTC Wes Skenfield; (206) 231-2501",drotam_uasfr,424829406,,,,,,
400AGL,SFC,"UAS Restricted Area
Redstone AAF is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404 305-6916    Emergency: COL Thomas Holliday / 256 876-8863",drotam_uasfr,424829407,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Zachary Morgan (810) 241-5400; Zachary.morgan1@navy.mil / CDO (540) 850-2380",drotam_uasfr,424829520,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Chris Ziarno: (786) 415-7510     Emergency: 482 Fighter Wing Command Post:  (786) 415-7023",drotam_uasfr,424828428,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Paul Burchill: (951) 447-4848     Emergency: 452 Air Mobility Wing Command Post: (951) 655-3571",drotam_uasfr,424828429,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",drotam_uasfr,424828430,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Lt Col Erick Fonseca (Cmd): 719-554-5091,  Maj Jeff Koch (Cmd): 719-554-0233     Emergency: SAFB Command Post: 719-567-2180",drotam_uasfr,424828431,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB CAMP PENDLETON 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (760) 725-5061",drotam_uasfr,424828432,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",drotam_uasfr,424828433,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",drotam_uasfr,424828434,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253",drotam_uasfr,424828435,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB CAMP PENDLETON 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (760) 725-5061",drotam_uasfr,424828436,,,,,,
400AGL,SFC,"UAS Restricted Area
Minot C-10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",drotam_uasfr,424828437,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",drotam_uasfr,424828438,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Zachary Morgan (810) 241-5400; Zachary.morgan1@navy.mil / CDO (540) 850-2380",drotam_uasfr,424829521,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Zachary Morgan (810) 241-5400; Zachary.morgan1@navy.mil / CDO (540) 850-2380",drotam_uasfr,424829522,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 757-764-5411, Airspace Mgr: 757-764-2559     Emergency: Command Post: 757-764-5411,  Airspace Mgr: 757-764-2559",drotam_uasfr,424828439,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253",drotam_uasfr,424828440,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253",drotam_uasfr,424828441,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253",drotam_uasfr,424828442,,,,,,
400AGL,SFC,"UAS Restricted Area
NHS BOSS AFSCN is National Defense Airspace.
UAS Operations Prohibited.
POC: Richard Malkin: 603-471-2450   Emergency: 603-471-2285",drotam_uasfr,424829409,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Airspace Mgr: 530-634-3126   Command Post: 530-634-5700",drotam_uasfr,424829411,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Mr. James Decann,  (612) 713-1024   Emergency: BDOC   (612) 713-1102",drotam_uasfr,424829715,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253",drotam_uasfr,424828443,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 22 OSS/OSA; (316) 759-3070; (Emergency) 22 OSS/OSAB; (316) 759-3786",drotam_uasfr,424828444,,,,,,
400AGL,SFC,"UAS Restricted Area
PCD is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505   Emergency: Vincent Blunn / 719-549-4211",drotam_uasfr,424829652,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 22 OSS/OSA; (316) 759-3070; (Emergency) 22 OSS/OSAB; (316) 759-3786",drotam_uasfr,424828445,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: CP: 520-228-3900 or Airspace Mgr:  520-228-4680     Emergency: Command Post: 520-228-3900",drotam_uasfr,424828446,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 757-764-5411, Airspace Mgr: 757-764-2559     Emergency: Command Post: 757-764-5411,  Airspace Mgr: 757-764-2559",drotam_uasfr,424828447,,,,,,
400AGL,SFC,"UAS Restricted Area
Minot C-11 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",drotam_uasfr,424828448,,,,,,
400AGL,SFC,"UAS Restricted Area
USCG Base Alameda is National Defense Airspace.
UAS Operations Prohibited.
POC: US Coast Guard, Staff Symbol: DCMS-34, Phone: 202-372-2100, Email:NCC@uscg.mil",drotam_uasfr,424829558,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 22 OSS/OSA; (316) 759-3070; (Emergency) 22 OSS/OSAB; (316) 759-3786",drotam_uasfr,424828449,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: CP: 520-228-3900 or Airspace Mgr:  520-228-4680     Emergency: Command Post: 520-228-3900",drotam_uasfr,424828450,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100",drotam_uasfr,424828451,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Big Spring 12 is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (432) 466-2300",drotam_uasfr,424829721,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Dina  Tomczak: (678) 655-5106     Emergency: 94 Airlift Wing Command Post: (678) 655-5106",drotam_uasfr,424828452,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Dina  Tomczak: (678) 655-5106     Emergency: 94 Airlift Wing Command Post: (678) 655-5106",drotam_uasfr,424828453,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100",drotam_uasfr,424828454,,,,,,
400AGL,SFC,"UAS Restricted Area
WVA 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404 305-6916   Emergency: LTC Daniel Cody / 717-267-8144",drotam_uasfr,424829653,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100",drotam_uasfr,424828455,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",drotam_uasfr,424828456,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",drotam_uasfr,424828457,,,,,,
400AGL,SFC,"UAS Restricted Area
Instrumentation Complex is National Defense Airspace.
UAS Operations Prohibited.
POC: Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961",drotam_uasfr,424828461,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Comman Post: 803-895-5850     Emergency: Comman Post: 803-895-5850",drotam_uasfr,424828462,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Comman Post: 803-895-5850     Emergency: Comman Post: 803-895-5850",drotam_uasfr,424828463,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 405-732-7321     Emergency: Command Post:  405-732-7321",drotam_uasfr,424828464,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 405-732-7321     Emergency: Command Post:  405-732-7321",drotam_uasfr,424828465,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 405-732-7321     Emergency: Command Post:  405-732-7321",drotam_uasfr,424828466,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) Airfield Management; (850) 283-2155; (primary) Command Post; (850) 283-2155; (Emergency) Airfield Management; (850) 832-8196; (Emergency) Command Post; (850) 283-2155",drotam_uasfr,424828467,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) Airfield Management; (850) 283-2155; (primary) Command Post; (850) 283-2155; (Emergency) Airfield Management; (850) 832-8196; (Emergency) Command Post; (850) 283-2155",drotam_uasfr,424828468,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 8 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) Airfield Management; (850) 283-2155; (primary) Command Post; (850) 283-2155; (Emergency) Airfield Management; (850) 832-8196; (Emergency) Command Post; (850) 283-2155",drotam_uasfr,424828469,,,,,,
400AGL,SFC,"UAS Restricted Area
Instrumentation and Tng Complex 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961",drotam_uasfr,424828470,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829559,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 405-732-7321     Emergency: Command Post:  405-732-7321",drotam_uasfr,424828471,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Post: 405-732-7321     Emergency: Command Post:  405-732-7321",drotam_uasfr,424828472,,,,,,
400AGL,SFC,"UAS Restricted Area
Davison AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 703-805-4002",drotam_uasfr,424828473,,,,,,
400AGL,SFC,"UAS Restricted Area
Instrumentation and Tng Complex 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961",drotam_uasfr,424828474,,,,,,
400AGL,SFC,"UAS Restricted Area
Davison AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 703-805-4002",drotam_uasfr,424828475,,,,,,
400AGL,SFC,"UAS Restricted Area
Davison AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 703-805-4002",drotam_uasfr,424828476,,,,,,
400AGL,SFC,"UAS Restricted Area
Henry Post AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Darryl Wilson, 580-442-5471   Emergency: Installation Operations Center, 580-442-3241",drotam_uasfr,424828477,,,,,,
400AGL,SFC,"UAS Restricted Area
Henry Post AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Darryl Wilson, 580-442-5471   Emergency: Installation Operations Center, 580-442-3241",drotam_uasfr,424828478,,,,,,
400AGL,SFC,"UAS Restricted Area
Henry Post AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Darryl Wilson, 580-442-5471   Emergency: Installation Operations Center, 580-442-3241",drotam_uasfr,424828479,,,,,,
400AGL,SFC,"UAS Restricted Area
Henry Post AAF 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Darryl Wilson, 580-442-5471   Emergency: Installation Operations Center, 580-442-3241",drotam_uasfr,424828480,,,,,,
400AGL,SFC,"UAS Restricted Area
Ft. Jackson 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 803-751-5166 / 5167",drotam_uasfr,424828481,,,,,,
400AGL,SFC,"UAS Restricted Area
Ft. Jackson 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 803-751-5166 / 5167",drotam_uasfr,424828482,,,,,,
400AGL,SFC,"UAS Restricted Area
Ft. Rucker 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 334-255-9776 / 9777",drotam_uasfr,424828483,,,,,,
400AGL,SFC,"UAS Restricted Area
Ft. Rucker 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 334-255-9776 / 9777",drotam_uasfr,424828484,,,,,,
400AGL,SFC,"UAS Restricted Area
Coupeville NOLF is National Defense Airspace.
UAS Operations Prohibited.
POC: PRI: Air Traffic Control Facility Officer, Mon-Fri 0730-1600; (360)-257-1310/2132. SEC: ATC Facility Watch Supervisor 24 hours a day: (360)-257-2887",drotam_uasfr,424828485,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Zachary Morgan (810) 241-5400; Zachary.morgan1@navy.mil / CDO (540) 850-2380",drotam_uasfr,424829523,,,,,,
400AGL,SFC,"UAS Restricted Area
Instrumentation and Tng Complex 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961",drotam_uasfr,424828487,,,,,,
400AGL,SFC,"UAS Restricted Area
Instrumentation and Tng Complex 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961",drotam_uasfr,424828488,,,,,,
400AGL,SFC,"UAS Restricted Area
Instrumentation and Tng Complex 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961",drotam_uasfr,424828489,,,,,,
400AGL,SFC,"UAS Restricted Area
WVA 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404 305-6916   Emergency: LTC Daniel Cody / 717-267-8144",drotam_uasfr,424829654,,,,,,
400AGL,SFC,"UAS Restricted Area
Simmons/Mackall AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IIMC 910-907-4813",drotam_uasfr,424828490,,,,,,
400AGL,SFC,"UAS Restricted Area
Simmons/Mackall AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IIMC 910-907-4813",drotam_uasfr,424828491,,,,,,
400AGL,SFC,"UAS Restricted Area
Simmons/Mackall AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IIMC 910-907-4813",drotam_uasfr,424828492,,,,,,
400AGL,SFC,"UAS Restricted Area
Simmons/Mackall AAF 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IIMC 910-907-4813",drotam_uasfr,424828493,,,,,,
400AGL,SFC,"UAS Restricted Area
Godman AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 502-624-2707",drotam_uasfr,424828494,,,,,,
400AGL,SFC,"UAS Restricted Area
Godman AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 502-624-2707",drotam_uasfr,424828495,,,,,,
400AGL,SFC,"UAS Restricted Area
Godman AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 502-624-2707",drotam_uasfr,424828496,,,,,,
400AGL,SFC,"UAS Restricted Area
Godman AAF 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 502-624-2707",drotam_uasfr,424828497,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828498,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828499,,,,,,
400AGL,SFC,"UAS Restricted Area
Minot D-1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",drotam_uasfr,424828500,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828501,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828502,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828503,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828504,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828505,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828506,,,,,,
